sampleName;sampleClass;featureName;featureClass;mzCenter;rtCenter;maxIntensity;integratedIntensity;startRT;endRT
20181010_MLMET0120.d;sample;Taurocholic_acid;met;514.284;950.16;13344;13344;938.13;951.11
20181010_MLMET0140.d;sample;Taurocholic_acid;met;514.284;950.16;8077;8077;938;950.98
20181010_MLMET0142.d;sample;Taurocholic_acid;met;514.284;950.16;7800;7800;937.61;950.59
20181010_Blank-r001.d;blank;Taurocholic_acid;met;514.284;950.16;5573;5573;937.53;950.51
20181010_MLMET0180.d;sample;Taurocholic_acid;met;514.284;950.16;7183;7183;936.24;949.22
20181010_MLMET0184.d;sample;Taurocholic_acid;met;514.284;950.16;7928;7928;936.16;949.14
20181010_MLMET0186.d;sample;Taurocholic_acid;met;514.284;950.16;6511;6511;937.63;950.61
20181010_Blank-r002.d;blank;Taurocholic_acid;met;514.284;950.16;5904;5904;937.74;950.72
20181010_MLMET0138.d;sample;Taurocholic_acid;met;514.284;950.16;8907;8907;936.01;948.99
20181010_MLMET0096.d;sample;Taurocholic_acid;met;514.284;950.16;13960;13960;936.31;949.29
20181010_MLMET0163.d;sample;Taurocholic_acid;met;514.284;950.16;7844;7844;937.21;950.19
20181010_MLMET0118.d;sample;Taurocholic_acid;met;514.284;950.16;11825;11825;937.15;950.13
20181010_MLMET0166.d;sample;Taurocholic_acid;met;514.284;950.16;7820;7820;936.15;949.13
20181010_MLMET0159.d;filter;Taurocholic_acid;met;514.284;950.16;7762;7762;936.49;949.47
20181010_MLMET0143.d;sample;Taurocholic_acid;met;514.284;950.16;7929;7929;937.81;950.79
20181010_MLMET0066.d;filter;Taurocholic_acid;met;514.284;950.16;17006;17006;937.69;950.67
20181010_MLMET0167.d;sample;Taurocholic_acid;met;514.284;950.16;7121;7121;936.21;949.19
20181010_MLMET0117.d;filter;Taurocholic_acid;met;514.284;950.16;12546;12546;936.39;949.37
20181010_MLMET0067.d;filter;Taurocholic_acid;met;514.284;950.16;17949;17949;937.42;950.41
20181010_MLMET0074.d;sample;Taurocholic_acid;met;514.284;950.16;13927;13927;937.1;950.08
20181010_MLMET0183.d;sample;Taurocholic_acid;met;514.284;950.16;7646;7646;936.36;949.34
20181010_MLMET0161.d;sample;Taurocholic_acid;met;514.284;950.16;6638;6638;936.21;949.19
20181010_MLMET0094.d;sample;Taurocholic_acid;met;514.284;950.16;12986;12986;937.42;950.4
20181010_MLMET0116.d;filter;Taurocholic_acid;met;514.284;950.16;12875;12875;937.42;950.4
20181010_MLMET0141.d;sample;Taurocholic_acid;met;514.284;950.16;8016;8016;936.33;949.31
20181010_MLMET0125.d;filter;Taurocholic_acid;met;514.284;950.16;8471;8471;936.06;949.04
20181010_all_stds-r001.d;stds;Taurocholic_acid;met;514.284;950.16;6085;6085;936.82;949.8
20181010_MLMET0123.d;sample;Taurocholic_acid;met;514.284;950.16;9872;9872;936.68;949.66
20181010_MLMET0135.d;filter;Taurocholic_acid;met;514.284;950.16;8758;8758;935.98;948.96
20181010_MLMET0119.d;sample;Taurocholic_acid;met;514.284;950.16;11985;11985;935.52;948.5
20181010_MLMET0069.d;sample;Taurocholic_acid;met;514.284;950.16;16340;16340;936.92;949.9
20181010_MLMET0089.d;filter;Taurocholic_acid;met;514.284;950.16;13414;13414;936.53;949.51
20181010_MLMET0091.d;sample;Taurocholic_acid;met;514.284;950.16;13233;13233;936.09;949.07
20181010_MLMET0165.d;sample;Taurocholic_acid;met;514.284;950.16;7666;7666;936.15;949.13
20181010_MLMET0122.d;sample;Taurocholic_acid;met;514.284;950.16;10506;10506;937.19;950.17
20181010_MLMET0070.d;sample;Taurocholic_acid;met;514.284;950.16;13583;13583;937.27;950.25
20181010_MLMET0068.d;sample;Taurocholic_acid;met;514.284;950.16;15960;15960;936.1;949.08
20181010_MLMET0136.d;sample;Taurocholic_acid;met;514.284;950.16;8446;8446;936.19;949.17
20181010_MLMET0090.d;filter;Taurocholic_acid;met;514.284;950.16;13680;13680;938.04;951.02
20181010_MLMET0097.d;sample;Taurocholic_acid;met;514.284;950.16;12831;12831;938.46;951.44
20181010_MLMET0075.d;sample;Taurocholic_acid;met;514.284;950.16;15154;15154;936.14;949.12
20181010_MLMET0187.d;sample;Taurocholic_acid;met;514.284;950.16;5864;5864;936.38;949.36
20181010_MLMET0144.d;filter;Taurocholic_acid;met;514.284;950.16;8744;8744;937.28;950.26
20181010_MLMET0098.d;sample;Taurocholic_acid;met;514.284;950.16;13096;13096;937.17;950.15
20181010_MLMET0093.d;sample;Taurocholic_acid;met;514.284;950.16;12423;12423;936.07;949.05
20181010_MLMET0160.d;sample;Taurocholic_acid;met;514.284;950.16;8129;8129;936.49;949.47
20181010_MLMET0092.d;sample;Taurocholic_acid;met;514.284;950.16;13321;13321;937.23;950.22
20181010_MLMET0179.d;filter;Taurocholic_acid;met;514.284;950.16;7891;7891;937.3;950.28
20181010_MLMET0072.d;sample;Taurocholic_acid;met;514.284;950.16;14069;14069;936.47;949.45
20181010_MLMET0181.d;sample;Taurocholic_acid;met;514.284;950.16;7769;7769;936.23;949.21
20181010_MLMET0073.d;sample;Taurocholic_acid;met;514.284;950.16;15812;15812;937.78;950.76
20181010_RCY308_control-r002.d;control;Taurocholic_acid;met;514.284;950.16;5905;5905;937.84;950.82
20181010_MLMET0168.d;sample;Taurocholic_acid;met;514.284;950.16;7812;7812;936.66;949.64
20181010_MLMET0182.d;sample;Taurocholic_acid;met;514.284;950.16;7643;7643;936.83;949.81
20181010_MLMET0162.d;sample;Taurocholic_acid;met;514.284;950.16;8129;8129;936.53;949.51
20181010_MLMET0164.d;sample;Taurocholic_acid;met;514.284;950.16;8158;8158;936.98;949.96
20181010_MLMET0139.d;sample;Taurocholic_acid;met;514.284;950.16;7553;7553;936.25;949.23
20181010_MLMET0178.d;filter;Taurocholic_acid;met;514.284;950.16;7323;7323;936.31;949.29
20181010_MLMET0071.d;sample;Taurocholic_acid;met;514.284;950.16;16332;16332;937.15;950.13
20181010_MLMET0121.d;sample;Taurocholic_acid;met;514.284;950.16;11202;11202;937.47;950.45
20181010_MLMET0163.d;sample;Taurocholic_acid;ref;517.288;950.16;8910;8910;936.71;949.69
20181010_MLMET0141.d;sample;Taurocholic_acid;ref;517.288;950.16;9492;9492;936.82;949.8
20181010_MLMET0142.d;sample;Taurocholic_acid;ref;517.288;950.16;9207;9207;938.11;951.09
20181010_MLMET0067.d;filter;Taurocholic_acid;ref;517.288;950.16;19695;19695;938.42;951.4
20181010_MLMET0074.d;sample;Taurocholic_acid;ref;517.288;950.16;16606;16606;936.6;949.58
20181010_MLMET0183.d;sample;Taurocholic_acid;ref;517.288;950.16;8903;8903;936.86;949.84
20181010_MLMET0185.d;sample;Taurocholic_acid;ref;517.288;950.16;9010;9010;937.93;950.91
20181010_MLMET0094.d;sample;Taurocholic_acid;ref;517.288;950.16;15070;15070;937.92;950.9
20181010_MLMET0092.d;sample;Taurocholic_acid;ref;517.288;950.16;15547;15547;937.23;950.22
20181010_MLMET0159.d;filter;Taurocholic_acid;ref;517.288;950.16;9787;9787;937.48;950.46
20181010_MLMET0072.d;sample;Taurocholic_acid;ref;517.288;950.16;17148;17148;937.97;950.95
20181010_MLMET0075.d;sample;Taurocholic_acid;ref;517.288;950.16;16214;16214;937.64;950.62
20181010_MLMET0089.d;filter;Taurocholic_acid;ref;517.288;950.16;15898;15898;935.53;948.51
20181010_MLMET0096.d;sample;Taurocholic_acid;ref;517.288;950.16;15496;15496;935.82;948.8
20181010_MLMET0143.d;sample;Taurocholic_acid;ref;517.288;950.16;8718;8718;937.31;950.29
20181010_MLMET0167.d;sample;Taurocholic_acid;ref;517.288;950.16;9238;9238;937.21;950.19
20181010_MLMET0070.d;sample;Taurocholic_acid;ref;517.288;950.16;15945;15945;937.77;950.75
20181010_MLMET0068.d;sample;Taurocholic_acid;ref;517.288;950.16;16524;16524;937.6;950.58
20181010_all_stds-r002.d;stds;Taurocholic_acid;ref;517.288;950.16;9284;9284;937.42;950.4
20181010_MLMET0161.d;sample;Taurocholic_acid;ref;517.288;950.16;9196;9196;937.2;950.19
20181010_MLMET0186.d;sample;Taurocholic_acid;ref;517.288;950.16;7786;7786;936.63;949.61
20181010_all_stds-r001.d;stds;Taurocholic_acid;ref;517.288;950.16;8161;8161;936.82;949.8
20181010_MLMET0179.d;filter;Taurocholic_acid;ref;517.288;950.16;9181;9181;939.3;952.28
20181010_MLMET0090.d;filter;Taurocholic_acid;ref;517.288;950.16;15924;15924;939.03;952.02
20181010_MLMET0069.d;sample;Taurocholic_acid;ref;517.288;950.16;18894;18894;937.92;950.9
20181010_Blank-r002.d;blank;Taurocholic_acid;ref;517.288;950.16;8440;8440;937.74;950.72
20181010_MLMET0091.d;sample;Taurocholic_acid;ref;517.288;950.16;15785;15785;938.09;951.07
20181010_MLMET0144.d;filter;Taurocholic_acid;ref;517.288;950.16;8886;8886;938.28;951.26
20181010_MLMET0117.d;filter;Taurocholic_acid;ref;517.288;950.16;14457;14457;936.88;949.86
20181010_MLMET0181.d;sample;Taurocholic_acid;ref;517.288;950.16;9126;9126;936.73;949.71
20181010_MLMET0140.d;sample;Taurocholic_acid;ref;517.288;950.16;9551;9551;937.5;950.48
20181010_MLMET0124.d;sample;Taurocholic_acid;ref;517.288;950.16;12997;12997;937.58;950.55
20181010_RCY308_control-r001.d;control;Taurocholic_acid;ref;517.288;950.16;7653;7653;936.82;949.8
20181010_MLMET0066.d;filter;Taurocholic_acid;ref;517.288;950.16;20918;20918;936.69;949.67
20181010_MLMET0166.d;sample;Taurocholic_acid;ref;517.288;950.16;9299;9299;937.64;950.62
20181010_MLMET0138.d;sample;Taurocholic_acid;ref;517.288;950.16;10697;10697;937.5;950.49
20181010_MLMET0178.d;filter;Taurocholic_acid;ref;517.288;950.16;9746;9746;936.81;949.79
20181010_MLMET0187.d;sample;Taurocholic_acid;ref;517.288;950.16;8246;8246;936.88;949.86
20181010_MLMET0093.d;sample;Taurocholic_acid;ref;517.288;950.16;14781;14781;938.56;951.54
20181010_RCY308_control-r002.d;control;Taurocholic_acid;ref;517.288;950.16;7637;7637;938.84;951.82
20181010_MLMET0137.d;sample;Taurocholic_acid;ref;517.288;950.16;9647;9647;936.09;949.07
20181010_MLMET0071.d;sample;Taurocholic_acid;ref;517.288;950.16;17858;17858;936.15;949.13
20181010_MLMET0165.d;sample;Taurocholic_acid;ref;517.288;950.16;9457;9457;937.65;950.63
20181010_MLMET0120.d;sample;Taurocholic_acid;ref;517.288;950.16;14369;14369;937.63;950.61
20181010_MLMET0118.d;sample;Taurocholic_acid;ref;517.288;950.16;14311;14311;937.15;950.13
20181010_MLMET0180.d;sample;Taurocholic_acid;ref;517.288;950.16;9021;9021;937.23;950.21
20181010_MLMET0168.d;sample;Taurocholic_acid;ref;517.288;950.16;8867;8867;938.66;951.64
20181010_MLMET0184.d;sample;Taurocholic_acid;ref;517.288;950.16;8667;8667;938.65;951.64
20181010_MLMET0073.d;sample;Taurocholic_acid;ref;517.288;950.16;17574;17574;936.28;949.26
20181010_MLMET0095.d;sample;Taurocholic_acid;ref;517.288;950.16;16624;16624;936.35;949.33
20181010_MLMET0162.d;sample;Taurocholic_acid;ref;517.288;950.16;9672;9672;937.03;950.01
20181010_MLMET0119.d;sample;Taurocholic_acid;ref;517.288;950.16;14099;14099;937.02;950
20181010_MLMET0135.d;filter;Taurocholic_acid;ref;517.288;950.16;10408;10408;936.48;949.46
20181010_MLMET0098.d;sample;Taurocholic_acid;ref;517.288;950.16;14586;14586;936.17;949.15
20181010_MLMET0164.d;sample;Taurocholic_acid;ref;517.288;950.16;9447;9447;936.98;949.96
20181010_MLMET0136.d;sample;Taurocholic_acid;ref;517.288;950.16;11347;11347;936.69;949.67
20181010_MLMET0122.d;sample;Taurocholic_acid;ref;517.288;950.16;13527;13527;936.19;949.17
20181010_MLMET0139.d;sample;Taurocholic_acid;ref;517.288;950.16;9935;9935;936.25;949.23
20181010_MLMET0121.d;sample;Taurocholic_acid;ref;517.288;950.16;13218;13218;938.47;951.45
20181010_MLMET0116.d;filter;Taurocholic_acid;ref;517.288;950.16;14593;14593;938.42;951.4
20181010_MLMET0125.d;filter;Taurocholic_acid;ref;517.288;950.16;11179;11179;938.55;951.53
20181010_MLMET0123.d;sample;Taurocholic_acid;ref;517.288;950.16;12048;12048;938.68;951.66
20181010_MLMET0182.d;sample;Taurocholic_acid;ref;517.288;950.16;8396;8396;938.33;951.31
20181010_MLMET0160.d;sample;Taurocholic_acid;ref;517.288;950.16;9456;9456;938.49;951.46
20181010_MLMET0097.d;sample;Taurocholic_acid;ref;517.288;950.16;15813;15813;937.96;950.94
20181010_Blank-r001.d;blank;Taurocholic_acid;ref;517.288;950.16;8378;8378;937.53;950.51
20181010_MLMET0096.d;sample;GTP;met;521.983;835;8353;8353;816.5;841.96
20181010_all_stds-r002.d;stds;GTP;met;521.983;835;3917;3917;816.6;842.06
20181010_MLMET0161.d;sample;GTP;met;521.983;835;4127;4127;816.39;841.85
20181010_MLMET0119.d;sample;GTP;met;521.983;835;7486;7486;816.71;842.17
20181010_MLMET0142.d;sample;GTP;met;521.983;835;4714;4714;816.8;842.26
20181010_MLMET0116.d;filter;GTP;met;521.983;835;7419;7419;816.61;842.07
20181010_MLMET0135.d;filter;GTP;met;521.983;835;5535;5535;816.66;842.12
20181010_MLMET0089.d;filter;GTP;met;521.983;835;8448;8448;816.71;842.17
20181010_Blank-r002.d;blank;GTP;met;521.983;835;4014;4014;816.43;841.89
20181010_MLMET0098.d;sample;GTP;met;521.983;835;7721;7721;816.36;841.82
20181010_MLMET0068.d;sample;GTP;met;521.983;835;10117;10117;816.28;841.74
20181010_MLMET0186.d;sample;GTP;met;521.983;835;4417;4417;816.31;841.78
20181010_MLMET0143.d;sample;GTP;met;521.983;835;4289;4289;816.49;841.95
20181010_MLMET0121.d;sample;GTP;met;521.983;835;7052;7052;816.66;842.12
20181010_MLMET0187.d;sample;GTP;met;521.983;835;4215;4215;816.56;842.02
20181010_MLMET0090.d;filter;GTP;met;521.983;835;8691;8691;816.72;842.18
20181010_all_stds-r001.d;stds;GTP;met;521.983;835;3904;3904;816.5;841.96
20181010_MLMET0144.d;filter;GTP;met;521.983;835;4443;4443;816.46;841.92
20181010_MLMET0069.d;sample;GTP;met;521.983;835;10808;10808;816.61;842.07
20181010_MLMET0185.d;sample;GTP;met;521.983;835;3928;3928;816.62;842.08
20181010_MLMET0178.d;filter;GTP;met;521.983;835;4262;4262;816.49;841.95
20181010_MLMET0162.d;sample;GTP;met;521.983;835;4359;4359;816.71;842.17
20181010_MLMET0066.d;filter;GTP;met;521.983;835;10438;10438;815.88;841.34
20181010_MLMET0163.d;sample;GTP;met;521.983;835;4594;4594;815.9;841.36
20181010_MLMET0120.d;sample;GTP;met;521.983;835;7141;7141;816.32;841.78
20181010_MLMET0070.d;sample;GTP;met;521.983;835;9719;9719;815.96;841.42
20181010_MLMET0072.d;sample;GTP;met;521.983;835;9663;9663;816.16;841.62
20181010_MLMET0097.d;sample;GTP;met;521.983;835;8007;8007;816.15;841.61
20181010_Blank-r001.d;blank;GTP;met;521.983;835;4468;4468;816.71;842.17
20181010_MLMET0095.d;sample;GTP;met;521.983;835;8443;8443;816.54;842
20181010_MLMET0160.d;sample;GTP;met;521.983;835;4603;4603;816.17;841.63
20181010_MLMET0117.d;filter;GTP;met;521.983;835;7953;7953;816.07;841.53
20181010_MLMET0164.d;sample;GTP;met;521.983;835;4599;4599;816.66;842.13
20181010_MLMET0071.d;sample;GTP;met;521.983;835;9783;9783;816.84;842.3
20181010_MLMET0124.d;sample;GTP;met;521.983;835;6069;6069;816.76;842.22
20181010_MLMET0118.d;sample;GTP;met;521.983;835;7259;7259;816.83;842.29
20181010_MLMET0091.d;sample;GTP;met;521.983;835;8116;8116;816.78;842.24
20181010_MLMET0165.d;sample;GTP;met;521.983;835;4310;4310;816.84;842.3
20181010_MLMET0180.d;sample;GTP;met;521.983;835;4663;4663;816.42;841.88
20181010_MLMET0140.d;sample;GTP;met;521.983;835;4850;4850;816.69;842.15
20181010_MLMET0138.d;sample;GTP;met;521.983;835;4958;4958;816.69;842.15
20181010_MLMET0184.d;sample;GTP;met;521.983;835;4501;4501;816.84;842.3
20181010_MLMET0136.d;sample;GTP;met;521.983;835;5429;5429;816.37;841.83
20181010_MLMET0125.d;filter;GTP;met;521.983;835;6071;6071;816.74;842.2
20181010_MLMET0075.d;sample;GTP;met;521.983;835;8913;8913;817.33;842.79
20181010_MLMET0067.d;filter;GTP;met;521.983;835;9825;9825;817.11;842.57
20181010_MLMET0073.d;sample;GTP;met;521.983;835;10088;10088;815.97;841.43
20181010_MLMET0182.d;sample;GTP;met;521.983;835;4094;4094;816.01;841.47
20181010_MLMET0159.d;filter;GTP;met;521.983;835;5120;5120;816.67;842.13
20181010_RCY308_control-r001.d;control;GTP;met;521.983;835;4081;4081;816.5;841.97
20181010_MLMET0074.d;sample;GTP;met;521.983;835;9128;9128;816.78;842.24
20181010_MLMET0092.d;sample;GTP;met;521.983;835;8265;8265;816.42;841.88
20181010_MLMET0141.d;sample;GTP;met;521.983;835;4429;4429;816.51;841.97
20181010_MLMET0094.d;sample;GTP;met;521.983;835;8060;8060;816.61;842.07
20181010_MLMET0179.d;filter;GTP;met;521.983;835;4452;4452;816.48;841.95
20181010_MLMET0166.d;sample;GTP;met;521.983;835;4682;4682;816.83;842.29
20181010_MLMET0139.d;sample;GTP;met;521.983;835;4415;4415;816.44;841.9
20181010_RCY308_control-r002.d;control;GTP;met;521.983;835;4038;4038;816.52;841.98
20181010_MLMET0123.d;sample;GTP;met;521.983;835;6480;6480;816.37;841.83
20181010_MLMET0137.d;sample;GTP;met;521.983;835;5891;5891;816.78;842.24
20181010_MLMET0167.d;sample;GTP;met;521.983;835;4306;4306;815.9;841.36
20181010_MLMET0093.d;sample;GTP;met;521.983;835;8271;8271;816.25;841.71
20181010_MLMET0181.d;sample;GTP;met;521.983;835;3875;3875;815.91;841.38
20181010_MLMET0122.d;sample;GTP;met;521.983;835;7043;7043;815.87;841.33
20181010_MLMET0183.d;sample;GTP;met;521.983;835;4920;4920;816.54;842.01
20181010_MLMET0168.d;sample;GTP;met;521.983;835;4809;4809;816.35;841.81
20181010_MLMET0070.d;sample;GTP;ref;527.972;835;8746;8746;816.46;841.92
20181010_MLMET0185.d;sample;GTP;ref;527.972;835;3841;3841;816.62;842.08
20181010_MLMET0163.d;sample;GTP;ref;527.972;835;3893;3893;816.39;841.86
20181010_MLMET0116.d;filter;GTP;ref;527.972;835;6417;6417;816.61;842.07
20181010_MLMET0090.d;filter;GTP;ref;527.972;835;6612;6612;816.22;841.68
20181010_MLMET0142.d;sample;GTP;ref;527.972;835;3779;3779;816.3;841.76
20181010_MLMET0144.d;filter;GTP;ref;527.972;835;4031;4031;816.46;841.92
20181010_MLMET0164.d;sample;GTP;ref;527.972;835;3952;3952;816.66;842.13
20181010_MLMET0178.d;filter;GTP;ref;527.972;835;3620;3620;815.99;841.46
20181010_MLMET0162.d;sample;GTP;ref;527.972;835;4326;4326;816.21;841.67
20181010_MLMET0067.d;filter;GTP;ref;527.972;835;8868;8868;816.61;842.07
20181010_MLMET0068.d;sample;GTP;ref;527.972;835;8745;8745;816.78;842.24
20181010_MLMET0159.d;filter;GTP;ref;527.972;835;4109;4109;816.67;842.13
20181010_MLMET0167.d;sample;GTP;ref;527.972;835;4022;4022;816.39;841.86
20181010_MLMET0098.d;sample;GTP;ref;527.972;835;6644;6644;815.86;841.32
20181010_MLMET0187.d;sample;GTP;ref;527.972;835;3135;3135;816.06;841.52
20181010_Blank-r001.d;blank;GTP;ref;527.972;835;3406;3406;816.71;842.17
20181010_MLMET0136.d;sample;GTP;ref;527.972;835;4485;4485;816.37;841.83
20181010_all_stds-r001.d;stds;GTP;ref;527.972;835;3811;3811;816.5;841.96
20181010_MLMET0119.d;sample;GTP;ref;527.972;835;6076;6076;816.71;842.17
20181010_MLMET0117.d;filter;GTP;ref;527.972;835;6914;6914;816.07;841.53
20181010_MLMET0071.d;sample;GTP;ref;527.972;835;7492;7492;816.34;841.8
20181010_MLMET0096.d;sample;GTP;ref;527.972;835;6365;6365;816.5;841.96
20181010_all_stds-r002.d;stds;GTP;ref;527.972;835;3113;3113;816.6;842.06
20181010_MLMET0091.d;sample;GTP;ref;527.972;835;7872;7872;816.78;842.24
20181010_MLMET0118.d;sample;GTP;ref;527.972;835;6018;6018;816.83;842.29
20181010_MLMET0120.d;sample;GTP;ref;527.972;835;5473;5473;816.82;842.28
20181010_MLMET0183.d;sample;GTP;ref;527.972;835;4043;4043;816.54;842.01
20181010_MLMET0094.d;sample;GTP;ref;527.972;835;7622;7622;816.61;842.07
20181010_MLMET0092.d;sample;GTP;ref;527.972;835;6756;6756;816.42;841.88
20181010_MLMET0097.d;sample;GTP;ref;527.972;835;6483;6483;816.64;842.11
20181010_MLMET0141.d;sample;GTP;ref;527.972;835;3920;3920;816.51;841.97
20181010_Blank-r002.d;blank;GTP;ref;527.972;835;3114;3114;815.93;841.39
20181010_MLMET0160.d;sample;GTP;ref;527.972;835;4259;4259;816.17;841.63
20181010_MLMET0069.d;sample;GTP;ref;527.972;835;9527;9527;817.11;842.57
20181010_MLMET0121.d;sample;GTP;ref;527.972;835;5256;5256;817.16;842.62
20181010_MLMET0093.d;sample;GTP;ref;527.972;835;6820;6820;816.25;841.71
20181010_MLMET0161.d;sample;GTP;ref;527.972;835;4019;4019;815.89;841.35
20181010_MLMET0137.d;sample;GTP;ref;527.972;835;3927;3927;816.28;841.74
20181010_MLMET0074.d;sample;GTP;ref;527.972;835;7143;7143;816.28;841.74
20181010_MLMET0066.d;filter;GTP;ref;527.972;835;9951;9951;816.37;841.83
20181010_MLMET0186.d;sample;GTP;ref;527.972;835;3177;3177;816.81;842.28
20181010_MLMET0143.d;sample;GTP;ref;527.972;835;4140;4140;816.49;841.95
20181010_MLMET0138.d;sample;GTP;ref;527.972;835;4209;4209;816.69;842.15
20181010_MLMET0179.d;filter;GTP;ref;527.972;835;3602;3602;816.48;841.95
20181010_MLMET0075.d;sample;GTP;ref;527.972;835;7103;7103;816.83;842.29
20181010_MLMET0125.d;filter;GTP;ref;527.972;835;4398;4398;817.23;842.7
20181010_MLMET0073.d;sample;GTP;ref;527.972;835;6981;6981;816.97;842.43
20181010_MLMET0123.d;sample;GTP;ref;527.972;835;5879;5879;816.37;841.83
20181010_MLMET0135.d;filter;GTP;ref;527.972;835;4516;4516;816.66;842.12
20181010_MLMET0089.d;filter;GTP;ref;527.972;835;7487;7487;817.21;842.67
20181010_RCY308_control-r001.d;control;GTP;ref;527.972;835;2989;2989;817;842.46
20181010_MLMET0180.d;sample;GTP;ref;527.972;835;3925;3925;816.42;841.88
20181010_MLMET0124.d;sample;GTP;ref;527.972;835;5427;5427;816.76;842.22
20181010_MLMET0072.d;sample;GTP;ref;527.972;835;7568;7568;816.66;842.12
20181010_MLMET0181.d;sample;GTP;ref;527.972;835;4366;4366;816.41;841.87
20181010_MLMET0165.d;sample;GTP;ref;527.972;835;3677;3677;816.34;841.8
20181010_MLMET0122.d;sample;GTP;ref;527.972;835;5422;5422;815.87;841.33
20181010_MLMET0095.d;sample;GTP;ref;527.972;835;6988;6988;816.54;842
20181010_RCY308_control-r002.d;control;GTP;ref;527.972;835;3297;3297;816.52;841.98
20181010_MLMET0166.d;sample;GTP;ref;527.972;835;3862;3862;816.83;842.29
20181010_MLMET0139.d;sample;GTP;ref;527.972;835;4094;4094;816.44;841.9
20181010_MLMET0182.d;sample;GTP;ref;527.972;835;3805;3805;817.01;842.47
20181010_MLMET0184.d;sample;GTP;ref;527.972;835;3563;3563;817.34;842.8
20181010_MLMET0140.d;sample;GTP;ref;527.972;835;4183;4183;816.69;842.15
20181010_MLMET0168.d;sample;GTP;ref;527.972;835;3774;3774;816.35;841.81
20181010_MLMET0167.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;10259;10259;715.55;732.52
20181010_MLMET0161.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;2601;2601;715.55;732.52
20181010_MLMET0141.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;12056;12056;714.17;731.14
20181010_MLMET0096.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;784998;784998;714.16;731.13
20181010_MLMET0159.d;filter;Uridine_5_diphosphoglucose;met;565.048;725.7;941;941;718.32;735.29
20181010_RCY308_control-r001.d;control;Uridine_5_diphosphoglucose;met;565.048;725.7;128077;128077;718.15;735.13
20181010_MLMET0185.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;28850;28850;715.77;732.75
20181010_MLMET0144.d;filter;Uridine_5_diphosphoglucose;met;565.048;725.7;289;289;715.62;732.59
20181010_Blank-r002.d;blank;Uridine_5_diphosphoglucose;met;565.048;725.7;309;309;717.58;734.55
20181010_MLMET0124.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;52606;52606;717.91;734.89
20181010_MLMET0183.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;41427;41427;717.2;734.17
20181010_MLMET0184.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;52704;52704;717.49;734.47
20181010_MLMET0187.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;67963;67963;718.71;735.69
20181010_all_stds-r002.d;stds;Uridine_5_diphosphoglucose;met;565.048;725.7;2166;2166;718.75;735.73
20181010_MLMET0074.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;6537;6537;717.43;734.4
20181010_MLMET0143.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;15755;15755;717.15;734.12
20181010_MLMET0125.d;filter;Uridine_5_diphosphoglucose;met;565.048;725.7;412;412;718.89;735.86
20181010_MLMET0095.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;1335840;1335840;718.69;735.66
20181010_MLMET0142.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;1732;1732;717.95;734.92
20181010_MLMET0121.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;140378;140378;717.81;734.79
20181010_MLMET0098.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;342768;342768;719;735.98
20181010_MLMET0178.d;filter;Uridine_5_diphosphoglucose;met;565.048;725.7;399;399;718.64;735.62
20181010_MLMET0122.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;49437;49437;717.02;734
20181010_MLMET0123.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;5088;5088;717.02;733.99
20181010_MLMET0140.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;19502;19502;719.33;736.31
20181010_MLMET0089.d;filter;Uridine_5_diphosphoglucose;met;565.048;725.7;457;457;719.36;736.33
20181010_MLMET0094.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;222075;222075;717.26;734.23
20181010_MLMET0116.d;filter;Uridine_5_diphosphoglucose;met;565.048;725.7;1306;1306;717.26;734.24
20181010_MLMET0068.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;303920;303920;715.44;732.41
20181010_MLMET0168.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;122584;122584;715.5;732.48
20181010_all_stds-r001.d;stds;Uridine_5_diphosphoglucose;met;565.048;725.7;1746;1746;716.66;733.63
20181010_MLMET0164.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;199123;199123;716.82;733.79
20181010_MLMET0162.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;1801;1801;718.86;735.83
20181010_MLMET0135.d;filter;Uridine_5_diphosphoglucose;met;565.048;725.7;663;663;718.81;735.78
20181010_MLMET0165.d;sample;Uridine_5_diphosphoglucose;met;565.048;725.7;8891;8891;716.99;733.96
